IP,   40000,C,15103,0.524289
IP,   40500,C,14724,0.520089
IP,   41000,C,14348,0.515879
IP,   41500,C,13975,0.511661
IP,   42000,C,13605,0.507448
IP,   42500,C,13239,0.503245
IP,   43000,C,12875,0.499030
IP,   43500,C,12515,0.494803
IP,   44000,C,12158,0.490564
IP,   44500,C,11804,0.486311
IP,   45000,C,11454,0.482044
IP,   45500,C,11107,0.477762
IP,   46000,C,10764,0.473464
IP,   46500,C,10424,0.469149
IP,   47000,C,10087,0.464814
IP,   47500,C, 9755,0.460459
IP,   48000,C, 9426,0.456082
IP,   48500,C, 9101,0.451680
IP,   49000,C, 8779,0.447251
IP,   49500,C, 8462,0.442794
IP,   50000,C, 8148,0.438305
IP,   50500,C, 7838,0.433782
IP,   51000,C, 7533,0.429222
IP,   51500,C, 7231,0.424621
IP,   52000,C, 6934,0.419976
IP,   52500,C, 6641,0.415283
IP,   53000,C, 6352,0.410538
IP,   53500,C, 6067,0.405735
IP,   54000,C, 5786,0.400870
IP,   54500,C, 5511,0.395964
IP,   55000,C, 5240,0.391012
IP,   55500,C, 4973,0.385987
IP,   56000,C, 4712,0.380881
IP,   56500,C, 4454,0.375689
IP,   57000,C, 4202,0.370402
IP,   57500,C, 3954,0.365010
IP,   58000,C, 3712,0.359570
IP,   58500,C, 3476,0.354045
IP,   59000,C, 3244,0.348401
IP,   59500,C, 3018,0.342625
IP,   60000,C, 2797,0.336705
IP,   60500,C, 2583,0.330694
IP,   61000,C, 2375,0.324619
IP,   61500,C, 2174,0.318389
IP,   62000,C, 1979,0.311990
IP,   62500,C, 1790,0.305404
IP,   63000,C, 1611,0.298879
IP,   63500,C, 1441,0.292221
IP,   64000,C, 1278,0.285404
IP,   64500,C, 1123,0.278407
IP,   65000,C,  982,0.271701
IP,   65500,C,  851,0.265002
IP,   66000,C,  730,0.258279
IP,   66500,C,  621,0.251738
IP,   67000,C,  529,0.246106
IP,   67500,C,  449,0.240887
IP,   68000,C,  381,0.236206
IP,   68500,C,  331,0.233358
IP,   69000,C,  292,0.231735
IP,   69500,C,  262,0.231008
IP,   70000,C,  240,0.231440
IP,   40000,F,17510,0.602261
IP,   40500,F,17165,0.597419
IP,   41000,F,16822,0.592558
IP,   41500,F,16481,0.587676
IP,   42000,F,16141,0.582779
IP,   42500,F,15802,0.577869
IP,   43000,F,15466,0.572938
IP,   43500,F,15131,0.567984
IP,   44000,F,14797,0.563008
IP,   44500,F,14465,0.558009
IP,   45000,F,14135,0.552987
IP,   45500,F,13806,0.547941
IP,   46000,F,13479,0.542871
IP,   46500,F,13154,0.537775
IP,   47000,F,12830,0.532655
IP,   47500,F,12508,0.527507
IP,   48000,F,12188,0.522333
IP,   48500,F,11869,0.517130
IP,   49000,F,11553,0.511899
IP,   49500,F,11238,0.506638
IP,   50000,F,10925,0.501345
IP,   50500,F,10614,0.496020
IP,   51000,F,10305,0.490662
IP,   51500,F, 9997,0.485269
IP,   52000,F, 9692,0.479840
IP,   52500,F, 9389,0.474374
IP,   53000,F, 9087,0.468868
IP,   53500,F, 8788,0.463322
IP,   54000,F, 8491,0.457733
IP,   54500,F, 8196,0.452110
IP,   55000,F, 7904,0.446453
IP,   55500,F, 7614,0.440751
IP,   56000,F, 7326,0.435002
IP,   56500,F, 7041,0.429204
IP,   57000,F, 6759,0.423353
IP,   57500,F, 6479,0.417449
IP,   58000,F, 6202,0.411517
IP,   58500,F, 5928,0.405545
IP,   59000,F, 5658,0.399518
IP,   59500,F, 5390,0.393435
IP,   60000,F, 5126,0.387292
IP,   60500,F, 4866,0.381117
IP,   61000,F, 4610,0.374932
IP,   61500,F, 4358,0.368696
IP,   62000,F, 4110,0.362409
IP,   62500,F, 3867,0.356067
IP,   63000,F, 3631,0.349802
IP,   63500,F, 3400,0.343530
IP,   64000,F, 3175,0.337249
IP,   64500,F, 2956,0.330962
IP,   65000,F, 2747,0.324924
IP,   65500,F, 2548,0.319028
IP,   66000,F, 2357,0.313292
IP,   66500,F, 2178,0.307850
IP,   67000,F, 2018,0.303246
IP,   67500,F, 1874,0.299350
IP,   68000,F, 1749,0.296329
IP,   68500,F, 1662,0.295717
IP,   69000,F, 1612,0.297550
IP,   69500,F, 1583,0.300751
IP,   70000,F, 1562,0.304465
IP,   40000,I,11795,0.968000
IP,   40500,I,11296,0.938253
IP,   41000,I,10797,0.907394
IP,   41500,I,10297,0.875487
IP,   42000,I, 9798,0.842592
IP,   42500,I, 9299,0.808793
IP,   43000,I, 8800,0.774105
IP,   43500,I, 8301,0.738566
IP,   44000,I, 7802,0.702222
IP,   44500,I, 7303,0.665115
IP,   45000,I, 6804,0.627276
IP,   45500,I, 6305,0.588733
IP,   46000,I, 5806,0.549503
IP,   46500,I, 5307,0.509603
IP,   47000,I, 4808,0.469068
IP,   47500,I, 4309,0.428031
IP,   48000,I, 3810,0.386969
IP,   48500,I, 3312,0.347257
IP,   49000,I, 2815,0.311839
IP,   49500,I, 2323,0.284409
IP,   50000,I, 1842,0.266096
IP,   50500,I, 1385,0.254466
IP,   51000,I,  970,0.246435
IP,   51500,I,  619,0.239957
IP,   52000,I,  351,0.233863
IP,   52500,I,  170,0.227491
IP,   53000,I,   68,0.220528
IP,   53500,I,   21,0.212960
IP,   54000,I,    5,0.207899
IP,   54500,I,    1,0.208417
IP,   55000,I,    0,0.206463
IP,   55500,I,    0,0.201975
IP,   56000,I,    0,0.197621
IP,   56500,I,    0,0.177076
IP,   57000,I,    0,0.125516
IP,   57500,I,    0,0.134358
IP,   58000,I,    0,0.138640
IP,   58500,I,    0,0.142008
IP,   59000,I,    0,0.138089
IP,   59500,I,    0,0.136631
IP,   60000,I,    0,0.136048
IP,   60500,I,    0,0.138772
IP,   61000,I,    0,0.144437
IP,   61500,I,    0,0.150096
IP,   62000,I,    0,0.155626
IP,   62500,I,    0,0.161071
IP,   63000,I,    0,0.166624
IP,   63500,I,    0,0.172203
IP,   64000,I,    0,0.177686
IP,   64500,I,    0,0.183119
IP,   65000,I,    0,0.193929
IP,   65500,I,    0,0.199490
IP,   66000,I,    0,0.204978
IP,   66500,I,    0,0.210316
IP,   67000,I,    0,0.215430
IP,   67500,I,    0,0.220336
IP,   68000,I,    0,0.225289
IP,   68500,I,    0,0.237508
IP,   69000,I,    0,0.241980
IP,   69500,I,    0,0.246517
IP,   70000,I,    0,0.250860
IP,   40000,L,13049,0.515394
IP,   40500,L,12614,0.507831
IP,   41000,L,12182,0.500231
IP,   41500,L,11752,0.492600
IP,   42000,L,11324,0.484944
IP,   42500,L,10899,0.477268
IP,   43000,L,10478,0.469579
IP,   43500,L,10059,0.461887
IP,   44000,L, 9644,0.454224
IP,   44500,L, 9232,0.446563
IP,   45000,L, 8824,0.438907
IP,   45500,L, 8421,0.431262
IP,   46000,L, 8021,0.423631
IP,   46500,L, 7627,0.416019
IP,   47000,L, 7237,0.408430
IP,   47500,L, 6853,0.400867
IP,   48000,L, 6474,0.393333
IP,   48500,L, 6102,0.385829
IP,   49000,L, 5736,0.378358
IP,   49500,L, 5377,0.370921
IP,   50000,L, 5026,0.363517
IP,   50500,L, 4683,0.356146
IP,   51000,L, 4348,0.348806
IP,   51500,L, 4021,0.341494
IP,   52000,L, 3705,0.334205
IP,   52500,L, 3398,0.326968
IP,   53000,L, 3103,0.319835
IP,   53500,L, 2819,0.312736
IP,   54000,L, 2546,0.305662
IP,   54500,L, 2286,0.298606
IP,   55000,L, 2039,0.291557
IP,   55500,L, 1804,0.284502
IP,   56000,L, 1583,0.277425
IP,   56500,L, 1377,0.270343
IP,   57000,L, 1187,0.263554
IP,   57500,L, 1013,0.256771
IP,   58000,L,  854,0.249979
IP,   58500,L,  710,0.243164
IP,   59000,L,  580,0.236310
IP,   59500,L,  468,0.229702
IP,   60000,L,  374,0.223649
IP,   60500,L,  294,0.217771
IP,   61000,L,  227,0.212145
IP,   61500,L,  173,0.206915
IP,   62000,L,  134,0.203177
IP,   62500,L,  105,0.200899
IP,   63000,L,   85,0.199842
IP,   63500,L,   71,0.200258
IP,   64000,L,   63,0.202600
IP,   64500,L,   57,0.206177
IP,   65000,L,   54,0.210225
IP,   65500,L,   51,0.214561
IP,   66000,L,   48,0.218996
IP,   66500,L,   46,0.223358
IP,   67000,L,   44,0.227615
IP,   67500,L,   42,0.231767
IP,   68000,L,   40,0.235848
IP,   68500,L,   38,0.239823
IP,   69000,L,   36,0.243692
IP,   69500,L,   35,0.247498
IP,   70000,L,   33,0.251215
IP,   40000,O,  316,0.292860
